Chr	Gene	nSNPs	nSims	Start	Stop	Test	Pvalue	Top-0.1-pvalue	Best-SNP	SNP-pvalue
2	ENSG00000236283	2	1000	165687181	166074771	2.73139067147394	0.241758241758242	0.272727272727273	rs17829596	0.153
2	ENSG00000236289	1	1000	16180548	16235923	0.188581325559629	0.658341658341658	0.658341658341658	rs1427682	0.6641
2	ENSG00000236307	1	1000	112635490	112656318	0.235466219289281	0.633366633366633	0.633366633366633	rs11687619	0.6275
2	ENSG00000236356	1	1000	144547035	144587168	0.277871069863592	0.585414585414585	0.585414585414585	rs2890738	0.5981
2	ENSG00000236391	1	1000	174192946	174230936	1.4570505043307	0.228771228771229	0.228771228771229	rs4972554	0.227400000000001
2	ENSG00000236432	5	1000	228075767	228199917	3.16750270919141	0.494505494505495	0.308691308691309	rs4675161	0.1672
2	ENSG00000236449	2	1000	175401868	175649555	1.2672207688465	0.496503496503497	0.482517482517482	rs6740684	0.304900000000001
2	ENSG00000236451	1	1000	221305399	221579286	0.0397857859736703	0.824175824175824	0.824175824175824	rs13020102	0.8419
2	ENSG00000236469	1	1000	71219660	71301873	0.0147300571217142	0.897102897102897	0.897102897102897	rs10167593	0.9034
2	ENSG00000236501	4	1000	177845235	178039244	7.88667795348752	0.118881118881119	0.10989010989011	rs1554872	0.05049
2	ENSG00000236525	44	1000000	103040416	103061800	1315.66617942914	9.99999000001e-7	9.99999000001e-7	rs10490203	2.59899999999999e-15
2	ENSG00000236533	1	1000	42067342	42087741	0.00304414844239813	0.954045954045954	0.954045954045954	rs4305317	0.956
2	ENSG00000236667	24	1000	181793556	181814025	42.3519751980203	0.136863136863137	0.221778221778222	rs4536614	0.0333800000000001
2	ENSG00000236682	1	1000	128136705	128168156	0.44212206358989	0.503496503496504	0.503496503496504	rs8179521	0.5061
2	ENSG00000236760	1	1000	3125352	3159551	1.41214884547822	0.246753246753247	0.246753246753247	rs11687107	0.2347
2	ENSG00000236780	2	1000	67340488	67452451	1.26224821886155	0.501498501498502	0.43956043956044	rs1921264	0.2723
2	ENSG00000236785	32	1000000	103017702	103038568	511.431734168813	9.99999000001e-7	9.99999000001e-7	rs4851006	1.17900000000069e-12
2	ENSG00000236790	8	1000	8137900	8533751	3.55120285927094	0.55044955044955	0.290709290709291	rs963825	0.16469999999999901
2	ENSG00000236841	5	1000000	163006271	163039733	54.30074864827	1.999998000002e-6	9.7999902000098e-5	rs3764917	1.82799999999999e-5
2	ENSG00000236859	3	1000	122397225	122496057	2.00955380330379	0.401598401598402	0.354645354645355	rs12616209	0.244300000000001
2	ENSG00000236885	2	1000	151964468	152052723	4.50173873516175	0.115884115884116	0.183816183816184	rs6433191	0.1082
2	ENSG00000236886	6	1000	217549186	217868802	1.6759962131005	0.786213786213786	0.83016983016983	rs6435953	0.442
2	ENSG00000236977	2	100000	198105581	198177243	13.2315014367099	0.001439985600144	0.002989970100299	rs2697290	0.00159
2	ENSG00000236989	1	1000	16215343	16255963	2.23748399196926	0.134865134865135	0.134865134865135	rs28666066	0.134700000000002
2	ENSG00000237013	2	1000	68013185	68062694	1.87712960779182	0.374625374625375	0.317682317682318	rs1897177	0.186
2	ENSG00000237024	28	1000000	61069394	61089878	268.353258048867	1.72999827000173e-4	9.99999000001e-7	rs17538840	1.90600000608265e-14
2	ENSG00000237126	1	1000	233435657	233486681	0.222554992953138	0.628371628371628	0.628371628371628	rs7571154	0.6371
2	ENSG00000237262	1	1000	136825461	136846083	0.212519207412299	0.67032967032967	0.67032967032967	rs11890513	0.6448
2	ENSG00000237281	33	1000000	219181611	219232689	509.104741483702	9.99999000001e-7	9.99999000001e-7	rs4672886	2.61099999999999e-9
2	ENSG00000237293	2	1000	75691578	75719705	0.074723080619234	0.97002997002997	0.973026973026973	rs6759991	0.8153
2	ENSG00000237298	1	1000	179375909	179654690	1.00834355180515	0.32967032967033	0.32967032967033	rs10497521	0.315300000000001
2	ENSG00000237322	1	1000	229608039	229628502	1.20814404883469	0.240759240759241	0.240759240759241	rs13390723	0.271699999999999
2	ENSG00000237326	3	100000	15931870	15961001	5.63895840499461	0.166618333816662	0.111648883511165	rs4668993	0.0758099999999996
2	ENSG00000237442	2	100000	41360919	41394695	5.46017364924646	0.0759892401075989	0.0906890931090689	rs9309065	0.0516599999999998
2	ENSG00000237522	14	1000000	61153953	61175184	333.886373367007	9.99999000001e-7	9.99999000001e-7	rs67766926	5.29200000111854e-14
2	ENSG00000237525	1	1000	216387855	216588618	0.0126639048031407	0.901098901098901	0.901098901098901	rs13030883	0.9104
2	ENSG00000237571	1	1000	216129714	216152670	1.51288098113749	0.208791208791209	0.208791208791209	rs1404773	0.218700000000001
2	ENSG00000237630	1	1000	127917586	127937807	0.0940421112433647	0.771228771228771	0.771228771228771	rs12620339	0.7591
2	ENSG00000237638	2	100000	65118973	65142271	4.45528544412352	0.108318916810832	0.0668593314066859	rs12991914	0.03483
2	ENSG00000237651	38	1000000	61362202	61401964	1120.52660961704	9.99999000001e-7	9.99999000001e-7	rs35507645	7.6459999999999e-11
2	ENSG00000237720	1	1000	2828035	2852163	0.834759050184009	0.352647352647353	0.352647352647353	rs823232	0.3609
2	ENSG00000237758	1	1000	231579857	231600118	0.398046218035492	0.532467532467532	0.532467532467532	rs13404879	0.5281
2	ENSG00000237772	1	1000	139352079	139380737	0.151190773445638	0.704295704295704	0.704295704295704	rs13430990	0.6974
2	ENSG00000237784	1	1000	235228126	235248482	0.0855595863627619	0.753246753246753	0.753246753246753	rs772783	0.7699
2	ENSG00000237790	3	1000	34282292	34304617	1.98435752599959	0.412587412587413	0.3996003996004	rs6711736	0.39
2	ENSG00000237798	1	1000	175429954	175462454	1.05263936319712	0.301698301698302	0.301698301698302	rs6740684	0.304900000000001
2	ENSG00000237803	6	1000	38043389	38113417	2.71642269041316	0.688311688311688	0.611388611388611	rs9967771	0.244199999999999
2	ENSG00000237824	27	1000	185756837	185777289	19.9728892034236	0.548451548451548	0.606393606393606	rs6715910	0.1617
2	ENSG00000237844	4	100000	164596082	165218733	22.3196962129488	0.002689973100269	0.004449955500445	rs16848962	0.001167
2	ENSG00000237892	1	1000	207975607	207996768	0.408955753487876	0.547452547452547	0.547452547452547	rs1263625	0.5225
2	ENSG00000237939	1	1000	139054888	139075540	0.844545440926823	0.355644355644356	0.355644355644356	rs7570952	0.3581
2	ENSG00000238029	4	1000	101031809	101052569	0.15348025080356	0.991008991008991	0.995004995004995	rs4851314	0.8045
2	ENSG00000238062	2	1000	231839082	231870747	0.271453327802425	0.798201798201798	0.784215784215784	rs1060780	0.6334
2	ENSG00000238069	1	1000	157624217	157644884	0.101111370824144	0.744255744255744	0.744255744255744	rs1494077	0.750499999999999
2	ENSG00000238133	2	1000	174021173	174156764	0.0114874237386008	0.994005994005994	0.993006993006993	rs11680555	0.9192
2	ENSG00000238171	31	100000	181930777	181980695	153.838041818548	0.00514994850051499	0.00604993950060499	rs79465470	2.01399999999995e-4
2	ENSG00000238259	2	1000	169078430	169098730	1.93258694313429	0.365634365634366	0.454545454545455	rs950535	0.262499999999999
2	ENSG00000238273	1	1000	105969494	106005296	1.50371912109116	0.221778221778222	0.221778221778222	rs6543289	0.2201
2	ENSG00000238277	4	1000	129811418	129839298	1.15265326667981	0.604395604395604	0.598401598401598	rs6714518	0.5263
2	ENSG00000238337	1	1000	135813201	135833304	1.71374651492313	0.187812187812188	0.187812187812188	rs16831315	0.1905
2	ENSG00000238371	1	1000	16033791	16053895	0.498182060390119	0.467532467532468	0.467532467532468	rs2693006	0.4803
2	ENSG00000238410	1	1000	75706701	75726836	0.020156811738904	0.868131868131868	0.868131868131868	rs2588498	0.8871
2	ENSG00000238428	12	1000000	219039701	219059805	396.704609684145	9.99999000001e-7	9.99999000001e-7	rs6719789	5.03799999999997e-11
2	ENSG00000238503	1	1000	12160428	12180498	0.218872974770122	0.657342657342657	0.657342657342657	rs10495587	0.6399
2	ENSG00000238572	1	1000	173010756	173030848	0.718915120483298	0.397602397602398	0.397602397602398	rs7597273	0.3965
2	ENSG00000238663	1	100000	216157488	216177587	5.53122710738132	0.018949810501895	0.018949810501895	rs10932605	0.0186799999999999
2	ENSG00000238696	2	100000	65125720	65145820	4.45528544412352	0.108388916110839	0.0670293297067029	rs12991914	0.03483
2	ENSG00000238736	13	1000000	219183302	219203403	316.117964026154	9.99999000001e-7	9.99999000001e-7	rs4672886	2.61099999999999e-9
2	ENSG00000238760	1	1000	97637018	97657121	0.0171859508793895	0.907092907092907	0.907092907092907	rs6715329	0.8957
2	ENSG00000238809	25	1000	62482129	62502233	41.3383849412191	0.166833166833167	0.13986013986014	rs13428549	0.0241899999999999
2	ENSG00000238812	1	100000	236935893	236955955	4.90107386443443	0.026219737802622	0.026219737802622	rs3754659	0.02684
2	ENSG00000238829	1	100000	201996626	202016689	8.58845989244609	0.003479965200348	0.003479965200348	rs10190751	0.003383
2	ENSG00000238852	1	1000	223552614	223572719	2.10310870385221	0.137862137862138	0.137862137862138	rs7592038	0.147
2	ENSG00000239052	1	1000	44456706	44476800	0.00606989851061816	0.956043956043956	0.956043956043956	rs6712059	0.9379
2	ENSG00000239143	8	100000	85550017	85570119	50.3050989163415	0.00740992590074099	0.010859891401086	rs10460586	0.00348100000000001
2	ENSG00000239170	1	1000	233533672	233553775	0.685205416229682	0.408591408591409	0.408591408591409	rs11684420	0.4078
2	ENSG00000239332	3	1000	47033835	47096146	4.84522821663312	0.185814185814186	0.308691308691309	rs7586612	0.129600000000001
2	ENSG00000239498	13	1000	220960376	221325499	0.16442112424251	0.978021978021978	0.966033966033966	rs10204112	0.8107
2	ENSG00000239605	2	100000	47262676	47392517	7.70453133893401	0.044409555904441	0.04149958500415	rs6721406	0.0259200000000001
2	ENSG00000239899	1	1000	11714898	11735176	2.41081002079994	0.121878121878122	0.121878121878122	rs13394619	0.120499999999999
2	ENSG00000239958	27	1000	62479523	62499806	42.8423800880258	0.173826173826174	0.125874125874126	rs7557448	0.01763
2	ENSG00000240224	3	1000	234611637	234691945	2.367319003524	0.455544455544456	0.554445554445554	rs3771342	0.2664
2	ENSG00000240440	1	1000	208090022	208112599	0.58130821197101	0.43956043956044	0.43956043956044	rs716630	0.4458
2	ENSG00000240687	2	100000	9768900	9799568	9.15830594310267	0.0249997500025	0.036249637503625	rs4668626	0.02319
2	ENSG00000240761	1	1000	203628442	203649083	1.9105696027121	0.143856143856144	0.143856143856144	rs2036927	0.1669
2	ENSG00000241074	1	1000	169297833	169318136	0.0261641833959471	0.864135864135864	0.864135864135864	rs1453405	0.8715
2	ENSG00000241119	4	1000	234570498	234691946	5.20477340652253	0.266733266733267	0.286713286713287	rs1604144	0.0920900000000007
2	ENSG00000241524	18	1000000	61048799	61069063	62.3090816679846	0.0103639896360104	7.94999205000795e-4	rs1432296	4.07100000000005e-6
2	ENSG00000241635	3	1000	234658893	234691945	2.367319003524	0.461538461538462	0.545454545454545	rs3771342	0.2664
2	ENSG00000241962	3	1000	99747947	99949204	1.20297492723625	0.525474525474525	0.517482517482518	rs11123775	0.5016
2	ENSG00000242095	1	1000	85585404	85605701	0.61583299308403	0.428571428571429	0.428571428571429	rs3821021	0.4326
2	ENSG00000242118	1	1000	82184202	82204496	0.304137711412657	0.591408591408591	0.591408591408591	rs11678573	0.5813
2	ENSG00000242366	4	1000	234516290	234691956	5.20477340652253	0.247752247752248	0.260739260739261	rs1604144	0.0920900000000007
2	ENSG00000242441	5	1000	48834936	48970287	4.04418928665804	0.496503496503497	0.216783216783217	rs4952923	0.0546400000000002
2	ENSG00000242515	4	1000	234535099	234691951	5.20477340652253	0.24975024975025	0.284715284715285	rs1604144	0.0920900000000007
2	ENSG00000242540	2	1000	5826351	5858227	0.625318944225794	0.719280719280719	0.791208791208791	rs12052773	0.5573
2	ENSG00000243029	1	1000	65762536	65782830	0.0882607548840417	0.754245754245754	0.754245754245754	rs11678288	0.7664
2	ENSG00000243135	3	1000	234627753	234691945	2.367319003524	0.465534465534466	0.562437562437562	rs3771342	0.2664
2	ENSG00000243147	2	1000000	27984583	28220954	28.9184243120845	4.999995000005e-6	1.67999832000168e-4	rs898031	9.62800000000014e-5
2	ENSG00000243244	2	1000	48746521	48835652	1.6760200635545	0.44955044955045	0.44955044955045	rs17397852	0.2449
2	ENSG00000243389	1	1000	113336616	113382008	0.0933185118978289	0.737262737262737	0.737262737262737	rs13025131	0.76
2	ENSG00000243491	1	1000	9887624	9920470	0.0459317005962511	0.817182817182817	0.817182817182817	rs4668645	0.8303
2	ENSG00000243541	2	1000	16080811	16101103	1.23537326308277	0.444555444555445	0.38961038961039	rs9789773	0.312700000000001
2	ENSG00000243943	2	1000000	27795835	27856082	76.9367155011055	9.99999000001e-7	9.99999000001e-7	rs2068834	3.00499999999992e-10
2	ENSG00000244122	4	1000	234580583	234691945	5.20477340652253	0.252747252747253	0.291708291708292	rs1604144	0.0920900000000007
2	ENSG00000244260	3	1000	9804151	9858542	2.91063875893636	0.381618381618382	0.341658341658342	rs13413049	0.1702
2	ENSG00000244301	1	1000	201532955	201608832	0.0142137280169109	0.904095904095904	0.904095904095904	rs10515940	0.9051
2	ENSG00000244399	1	1000	85659617	85679912	0.322013684527817	0.575424575424575	0.575424575424575	rs17026339	0.5704
2	ENSG00000244474	3	1000	234617423	234691945	2.367319003524	0.474525474525474	0.583416583416583	rs3771342	0.2664
2	ENSG00000244534	2	100000	65123998	65144272	4.45528544412352	0.108378916210838	0.0676793232067679	rs12991914	0.03483
2	ENSG00000246575	14	100000	85532163	85553652	100.768606101192	0.00700992990070099	0.00872991270087299	rs4832163	0.005611
2	ENSG00000248672	4	1000000	160618361	160771221	36.6945132445421	4.0999959000041e-5	2.84999715000285e-4	rs2666986	6.63799999999987e-5
2	ENSG00000248705	1	1000	234649262	234672302	0.857283510623779	0.342657342657343	0.342657342657343	rs887829	0.3545
2	ENSG00000249715	1	1000	97298473	97380624	0.00533012245206617	0.938061938061938	0.938061938061938	rs7599598	0.9418
2	ENSG00000249884	2	1000	86722790	86958245	2.45017968049287	0.27972027972028	0.22977022977023	rs11894098	0.130199999999999
2	ENSG00000251775	1	1000	64100382	64120525	1.00335523061959	0.315684315684316	0.315684315684316	rs10166971	0.316499999999999
2	ENSG00000251791	31	1000000	234187321	234207586	1582.48213456944	9.99999000001e-7	9.99999000001e-7	rs10187822	4.49400000000093e-32
2	ENSG00000251900	1	1000	65772565	65792668	0.0882607548840417	0.747252747252747	0.747252747252747	rs11678288	0.7664
2	ENSG00000251982	2	1000	218106278	218126598	1.98381922436378	0.343656343656344	0.336663336663337	rs10490757	0.2129
2	ENSG00000252010	30	1000000	234174372	234194648	2259.45062354867	9.99999000001e-7	9.99999000001e-7	rs3792112	3.48599999999987e-33
2	ENSG00000252281	2	1000	41951516	41971596	2.371998515343	0.280719280719281	0.264735264735265	rs10490641	0.155199999999998
2	ENSG00000252293	1	1000	85659038	85679100	0.322013684527817	0.594405594405594	0.594405594405594	rs17026339	0.5704
2	ENSG00000252453	2	1000	86803262	86823353	2.45017968049287	0.275724275724276	0.223776223776224	rs11894098	0.130199999999999
2	ENSG00000252478	2	1000	85590576	85610637	1.04867029815087	0.46953046953047	0.455544455544456	rs3821021	0.4326
2	ENSG00000252507	1	1000	55067425	55087489	0.394008219959985	0.501498501498502	0.501498501498502	rs12713283	0.5302
2	ENSG00000252518	1	1000	37176504	37196605	0.0276222539129407	0.859140859140859	0.859140859140859	rs6544048	0.868
2	ENSG00000252599	2	1000	44371927	44392034	3.03645924110415	0.235764235764236	0.325674325674326	rs10174672	0.1812
2	ENSG00000252718	11	100000	60936774	60956876	51.8596160224329	0.00695993040069599	0.001409985900141	rs62142686	3.42700000000001e-4
2	ENSG00000252726	1	1000	59911896	59932004	1.5929862524756	0.203796203796204	0.203796203796204	rs155568	0.206900000000001
2	ENSG00000252779	1	1000	172703075	172723180	1.05089956464642	0.307692307692308	0.307692307692308	rs925881	0.305299999999999
2	ENSG00000252804	38	1000000	43625445	43645551	413.101316738388	3.4999965000035e-5	9.99999000001e-7	rs72879276	2.32900000000004e-10
2	ENSG00000252807	2	1000	170966505	170986608	6.11305933074119	0.0579420579420579	0.130869130869131	rs4667617	0.0662999999999997
2	ENSG00000252892	1	100000	65211879	65231994	4.7156076520495	0.029109708902911	0.029109708902911	rs7574431	0.02989
2	ENSG00000252981	1	1000	170662788	170682888	1.98752407505225	0.148851148851149	0.148851148851149	rs3769767	0.1586
2	ENSG00000253008	1	1000	207964710	207984797	0.408955753487876	0.535464535464535	0.535464535464535	rs1263625	0.5225
2	ENSG00000253082	1	100000	64993237	65013321	4.13762391144756	0.041089589104109	0.041089589104109	rs929698	0.0419400000000001
2	ENSG00000254126	1	1000	107093819	107170753	1.15119085826235	0.304695304695305	0.304695304695305	rs11124115	0.283300000000001
2	ENSG00000255674	2	1000	135203766	135224178	0.846991483552916	0.554445554445554	0.507492507492508	rs636975	0.3825
2	ENSG00000256261	1	1000	30471192	30492893	0.812100381619645	0.356643356643357	0.356643356643357	rs17009315	0.3675
2	ENSG00000256309	1	1000	218654513	218675979	0.700546867033643	0.421578421578422	0.421578421578422	rs34831382	0.4026
2	ENSG00000256637	1	1000	104480767	104704236	0.0260001301612104	0.875124875124875	0.875124875124875	rs17416827	0.8719
2	ENSG00000257045	1	1000	200180032	200204085	0.0231761089088007	0.874125874125874	0.874125874125874	rs2166517	0.879
2	ENSG00000257226	1	1000	144514188	144543642	0.530968419945584	0.46953046953047	0.46953046953047	rs1517915	0.4662
2	ENSG00000257277	11	1000	144423733	144508863	3.60598602753669	0.828171828171828	0.841158841158841	rs6757588	0.243500000000001
2	ENSG00000257284	1	1000	143909646	143939741	1.25447234288467	0.278721278721279	0.278721278721279	rs10176686	0.262700000000001
2	ENSG00000257640	7	1000	144043154	144339674	22.0465727032169	0.050949050949051	0.122877122877123	rs7587725	0.02832
2	ENSG00000257800	2	1000	74337806	74360345	2.54093680110395	0.254745254745255	0.268731268731269	rs2122290	0.206199999999999
2	ENSG00000258268	5	100000	144266435	144365571	18.7959509531094	0.042939570604294	0.0583394166058339	rs7587725	0.02832
2	ENSG00000258984	2	100000	238865655	239018053	11.7559679820333	0.00449995500045	0.013269867301327	rs878133	0.00715200000000003
2	ENSG00000259080	2	1000000	27795912	27868041	76.9367155011055	9.99999000001e-7	9.99999000001e-7	rs2068834	3.00499999999992e-10
2	ENSG00000259793	34	1000000	234249777	234272062	449.682709372442	9.99999000001e-7	9.99999000001e-7	rs3792091	5.74700000000021e-12
2	ENSG00000259889	1	1000	240646649	240667232	0.332654819527978	0.559440559440559	0.559440559440559	rs12476779	0.5641
2	ENSG00000260077	1	1000	10169218	10190790	0.633703749720072	0.451548451548452	0.451548451548452	rs3885668	0.426
2	ENSG00000260171	1	1000	207675913	207697018	1.91598452930459	0.186813186813187	0.186813186813187	rs2112090	0.1663
2	ENSG00000260942	6	100000	241512116	241536116	14.2930006575122	0.100128998710013	0.016609833901661	rs1133353	0.00620400000000001
2	ENSG00000260977	1	1000	46994921	47017384	2.53708374502519	0.105894105894106	0.105894105894106	rs9309137	0.1112
2	ENSG00000261012	9	1000	21212184	21233789	14.3118907714857	0.183816183816184	0.136863136863137	rs2678379	0.0342899999999999
2	ENSG00000261117	2	1000	12845540	12866353	0.121639989241209	0.928071928071928	0.922077922077922	rs10171579	0.7469
2	ENSG00000261298	1	1000	235121481	235143158	0.0984480859722949	0.737262737262737	0.737262737262737	rs1029890	0.7537
2	ENSG00000261338	9	1000000	219110041	219132089	351.185573963052	9.99999000001e-7	9.99999000001e-7	rs11677953	2.20499999999998e-10
2	ENSG00000263685	1	1000	105599359	105619438	0.0523049226981551	0.821178821178821	0.821178821178821	rs7605152	0.8191
2	ENSG00000263752	1	100000	242407319	242427397	3.5448657650947	0.0599294007059929	0.0599294007059929	rs10933559	0.0597299999999997
2	ENSG00000263774	1	1000	232344914	232365000	0.365622688620259	0.532467532467532	0.532467532467532	rs7559114	0.5454
2	ENSG00000263909	1	1000	75307938	75328041	1.43469338627748	0.220779220779221	0.220779220779221	rs3771811	0.231
2	ENSG00000263941	2	100000	234103844	234124121	4.77254012532353	0.0922090779092209	0.0746692533074669	rs7580869	0.03791
2	ENSG00000264030	1	1000	10410756	10431017	0.791655525401052	0.365634365634366	0.365634365634366	rs6432083	0.3736
2	ENSG00000264047	1	1000	165995704	166015983	0.689307575017221	0.42957042957043	0.42957042957043	rs10930152	0.4064
2	ENSG00000264071	1	1000	4067270	4087549	0.666427279474843	0.425574425574426	0.425574425574426	rs11693763	0.4143
2	ENSG00000264089	1	1000	12329255	12349327	0.189060150291078	0.672327672327672	0.672327672327672	rs1869380	0.6637
2	ENSG00000264157	3	1000	97454014	97474090	0.0593444223883455	0.893106893106893	0.896103896103896	rs6576984	0.8584
2	ENSG00000264292	1	1000	240263418	240283499	0.998391628104094	0.326673326673327	0.326673326673327	rs7590833	0.3177
2	ENSG00000264370	5	1000	12867492	12887570	1.76075813807269	0.839160839160839	0.819180819180819	rs16859312	0.337
2	ENSG00000264764	44	1000000	103038748	103058826	1002.8355005788	9.99999000001e-7	9.99999000001e-7	rs55645612	4.55300000000005e-15
2	ENSG00000264798	3	100000	201241897	201261987	9.65783059459393	0.0612393876061239	0.0554594454055459	rs1020111	0.0321899999999999
2	ENSG00000264900	2	1000	208609530	208629605	0.701531455619437	0.567432567432567	0.562437562437562	rs9636269	0.4688
2	ENSG00000264975	1	1000	52919659	52939753	0.529778494194397	0.482517482517482	0.482517482517482	rs746098	0.4667
2	ENSG00000265003	2	100000	88372037	88392118	5.76982615590269	0.0889191108088919	0.036829631703683	rs2099825	0.03226
2	ENSG00000265129	1	100000	182943155	182963343	7.55000223720536	0.00624993750062499	0.00624993750062499	rs17648206	0.00600099999999998
2	ENSG00000265215	2	1000	240217156	240237240	3.87080556266644	0.143856143856144	0.154845154845155	rs908262	0.0826999999999997
2	ENSG00000265224	1	1000	142386412	142406532	1.05481826948344	0.332667332667333	0.332667332667333	rs11690612	0.3044
2	ENSG00000265452	1	1000	54066258	54086342	0.447551515084138	0.511488511488511	0.511488511488511	rs1232	0.5035
2	ENSG00000265709	1	1000	173916459	173936540	0.0574949509361337	0.824175824175824	0.824175824175824	rs6433392	0.8105
2	ENSG00000266005	1	1000	101162511	101182782	0.925250991854044	0.333666333666334	0.333666333666334	rs4851333	0.3361
2	ENSG00000266078	1	1000	60604496	60624580	2.29609156803907	0.137862137862138	0.137862137862138	rs2540917	0.1297
2	ENSG00000266310	3	1000	29716772	29736859	3.66430928789591	0.295704295704296	0.17982017982018	rs4584985	0.0836800000000006
2	ENSG00000266620	3	1000	233405183	233425283	1.67895571262932	0.555444555444555	0.391608391608392	rs1881492	0.2228
2	ENSG00000266705	23	100000	182160319	182180379	47.4271660841159	0.104688953110469	0.032479675203248	rs116209839	0.006382
2	ENSG00000266768	11	1000000	61772494	61792593	183.893035431902	9.99999000001e-7	9.99999000001e-7	rs11887205	9.44200000000017e-9
2	ENSG00000267520	14	1000000	61143043	61168745	232.137519322461	9.99999000001e-7	9.99999000001e-7	rs67766926	5.29200000111854e-14
2	ENSG00000268556	1	1000	105857758	105879601	0.478725897860872	0.460539460539461	0.460539460539461	rs1866038	0.489
2	ENSG00000268821	2	1000	172550843	172577314	4.01744185015933	0.132867132867133	0.265734265734266	rs10206062	0.1446
2	ENSG00000268822	8	1000	241614477	241634705	13.5011041780353	0.184815184815185	0.158841158841159	rs62187799	0.0536900000000003
2	ENSG00000268857	1	1000	157342596	157362655	0.0331159883423988	0.86013986013986	0.86013986013986	rs297581	0.8556
2	ENSG00000268898	2	1000	40478146	40500117	3.2612679233203	0.22977022977023	0.302697302697303	rs17025712	0.1452
2	ENSG00000269000	1	1000	107089727	107113848	1.15119085826235	0.281718281718282	0.281718281718282	rs11124115	0.283300000000001
2	ENSG00000269363	2	1000	232561516	232581621	3.52818317663494	0.168831168831169	0.181818181818182	rs6755895	0.0964499999999998
2	ENSG00000269383	5	1000	100976716	100997007	0.311475612108649	0.932067932067932	0.901098901098901	rs72821189	0.6454
2	ENSG00000270100	4	1000	20868013	20888692	0.694043487072028	0.825174825174825	0.752247752247752	rs3072	0.4609
2	ENSG00000270210	1	1000000	28638811	28659586	40.3956722279739	9.99999000001e-7	9.99999000001e-7	rs7590263	2.07400000000006e-10
2	ENSG00000270335	17	100000	62566082	62587874	72.0759755769546	0.011019889801102	0.00768992310076899	rs4672507	0.00134699999999998
2	ENSG00000270437	1	1000	63300142	63324457	0.755946626017797	0.383616383616384	0.383616383616384	rs6545977	0.3846
2	ENSG00000270532	1	1000	85558403	85578961	1.3311541335301	0.266733266733267	0.266733266733267	rs15413	0.2486
2	ENSG00000270640	3	1000000	28609681	28629977	167.122859814545	9.99999000001e-7	9.99999000001e-7	rs925255	2.8830000047372e-14
2	ENSG00000270699	8	1000	100983882	101003994	0.465740875605351	0.924075924075924	0.919080919080919	rs72821189	0.6454
2	ENSG00000270776	1	1000	153385710	153405941	1.99039102748888	0.13986013986014	0.13986013986014	rs13002771	0.1583
2	ENSG00000270820	13	1000000	61688322	61721265	399.771268324425	9.99999000001e-7	9.99999000001e-7	rs11125883	3.98400000000005e-12
2	ENSG00000270893	1	100000	160290627	160311424	3.56611850943456	0.0581494185058149	0.0581494185058149	rs3213791	0.0589699999999997
2	ENSG00000270898	3	1000	53887429	54097297	4.98386854597195	0.178821178821179	0.233766233766234	rs2287344	0.0878800000000008
2	ENSG00000271014	1	1000	85577920	85598048	0.61583299308403	0.452547452547453	0.452547452547453	rs3821021	0.4326
2	ENSG00000271070	1	1000	108973571	108994394	0.0171528228531672	0.901098901098901	0.901098901098901	rs17190797	0.8958
2	ENSG00000271074	1	1000	211959657	211980456	0.223746475593336	0.648351648351648	0.648351648351648	rs16845301	0.6362
2	ENSG00000271134	2	1000	60900007	60920379	2.14578700132878	0.342657342657343	0.25974025974026	rs17031887	0.148699999999999
2	ENSG00000271146	20	1000000	61466914	61487756	270.070779936606	9.99999000001e-7	9.99999000001e-7	rs2060824	4.47200000000004e-10
2	ENSG00000271151	1	100000	174823078	174844146	8.9445411000857291	0.002559974400256	0.002559974400256	rs12613548	0.00278300000000001
2	ENSG00000271243	5	1000000	61792908	61813529	102.32092452984	9.99999000001e-7	9.99999000001e-7	rs2921718	5.19599999999996e-10
2	ENSG00000271615	2	1000	57972562	58003187	0.54822978326119	0.718281718281718	0.74025974025974	rs1460255	0.5224
2	ENSG00000271629	1	1000	21411389	21431768	0.480933021339194	0.505494505494505	0.505494505494505	rs11903224	0.488
2	ENSG00000271639	25	1000000	234444127	234465678	339.682991793101	9.3999906000094e-5	1.38999861000139e-4	rs1453321	4.87000000000012e-5
2	ENSG00000271707	26	1000000	60952029	60972850	78.6887571081415	0.0483449516550483	0.00242099757900242	rs10210517	4.38799999999991e-4
2	ENSG00000271855	1	1000	9686027	9706904	0.670721994846445	0.422577422577423	0.422577422577423	rs4464248	0.4128
2	ENSG00000271868	1	1000	3490726	3511199	0.0365910804429884	0.861138861138861	0.861138861138861	rs11680305	0.8483
2	ENSG00000271889	33	1000000	61368567	61399240	973.090203706137	9.99999000001e-7	9.99999000001e-7	rs35507645	7.6459999999999e-11
2	ENSG00000271893	5	1000	196306501	196390423	4.05003981120356	0.415584415584416	0.312687312687313	rs2138375	0.118700000000001
2	ENSG00000271894	2	1000	56364764	56623306	0.067798364378351	0.96003996003996	0.97002997002997	rs2111470	0.8278
2	ENSG00000271936	1	1000	25038478	25059586	0.00341496269925398	0.96003996003996	0.96003996003996	rs2278485	0.9534
2	ENSG00000271952	1	1000	11008394	11035244	1.7068083111719	0.201798201798202	0.201798201798202	rs1882648	0.1914
2	ENSG00000271955	12	1000	59435814	60337335	5.47825395844472	0.861138861138861	0.822177822177822	rs155568	0.206900000000001
